sentnum,word,word_position,word_length
10.0,må,3,2
10.0,det,4,3
10.0,imidlertid,5,10
10.0,foreligge,6,9
10.0,en,7,2
10.0,reell,8,5
10.0,tilknytning,9,11
10.0,mellom,10,6
10.0,flaggstaten,11,11
10.0,og,12,2
10.0,skipet.,13,7
10.0,Både,1,4
10.0,selvstendige,2,12
10.0,staters,3,7
10.0,flagg,4,5
10.0,og,5,2
10.0,flagg,6,5
10.0,for,7,3
10.0,nasjoner,8,8
10.0,forstått,9,8
10.0,som,10,3
10.0,kulturelle,11,10
10.0,fellesskap,12,10
10.0,omtales,13,7
10.0,som,14,3
10.0,nasjonalflagg.,15,14
10.0,I,1,1
10.0,sistnevnte,2,10
10.0,betydning,3,9
10.0,kan,4,3
10.0,man,5,3
10.0,regne,6,5
10.0,"Catalonias,",7,11
10.0,Englands,8,8
10.0,eller,9,5
10.0,Skottlands,10,10
10.0,"flagg,",11,6
10.0,men,12,3
10.0,også,13,4
10.0,eksempelvis,14,11
10.0,det,15,3
10.0,samiske,16,7
10.0,flagget.,17,8
11.0,Den,1,3
11.0,internasjonale,2,14
11.0,foreningen,3,10
11.0,for,4,3
11.0,bevarelsen,5,10
11.0,av,6,2
11.0,naturen,7,7
11.0,er,8,2
11.0,en,9,2
11.0,internasjonal,10,13
11.0,organisasjon,11,12
11.0,som,12,3
11.0,har,13,3
11.0,fokuset,14,7
11.0,sitt,15,4
11.0,på,16,2
11.0,følgende,17,8
11.0,områder:,18,8
11.0,bevaring,19,8
11.0,av,20,2
11.0,naturen,21,7
11.0,og,22,2
11.0,bærekraftig,23,11
11.0,utnyttelse,24,10
11.0,av,25,2
11.0,naturens,26,8
11.0,ressurser.,27,10
11.0,De,1,2
11.0,deltar,2,6
11.0,i,3,1
11.0,innhenting,4,10
11.0,og,5,2
11.0,analysering,6,11
11.0,av,7,2
11.0,"data,",8,5
11.0,"forskning,",9,10
11.0,"feltprosjekter,",10,15
11.0,utdanning,11,9
11.0,og,12,2
11.0,endringsarbeid.,13,15
11.0,Målet,1,5
11.0,deres,2,5
11.0,er,3,2
11.0,å,4,1
11.0,"påvirke,",5,8
11.0,samt,6,4
11.0,oppmuntre,7,9
11.0,og,8,2
11.0,bistå,9,5
11.0,samfunn,10,7
11.0,rundt,11,5
11.0,omkring,12,7
11.0,i,13,1
11.0,verden,14,6
11.0,med,15,3
11.0,å,16,1
11.0,bevare,17,6
11.0,naturen,18,7
11.0,og,19,2
11.0,sørge,20,5
11.0,for,21,3
11.0,at,22,2
11.0,en,23,2
11.0,eventuell,24,9
11.0,utnyttelse,25,10
11.0,foregår,26,7
11.0,"bærekraftig,",27,12
11.0,økologisk,28,9
11.0,og,29,2
11.0,rettferdig.,30,11
11.0,De,1,2
11.0,siste,2,5
11.0,tiårene,3,7
11.0,har,4,3
11.0,organisasjonen,5,14
11.0,utvidet,6,7
11.0,fokusområdet,7,12
11.0,sitt,8,4
11.0,utover,9,6
11.0,det,10,3
11.0,å,11,1
11.0,kun,12,3
11.0,bevare,13,6
11.0,naturen,14,7
11.0,økologisk.,15,10
11.0,Den,1,3
11.0,har,2,3
11.0,nå,3,2
11.0,utvidet,4,7
11.0,fokus,5,5
11.0,til,6,3
11.0,å,7,1
11.0,omhandle,8,8
11.0,også,9,4
11.0,bærekraftig,10,11
11.0,utnyttelse,11,10
11.0,av,12,2
11.0,naturen.,13,8
11.0,I,1,1
11.0,motsetning,2,10
11.0,til,3,3
11.0,andre,4,5
11.0,internasjonale,5,14
11.0,naturorganisasjoner,6,19
11.0,har,7,3
11.0,ikke,8,4
11.0,foreningen,9,10
11.0,som,10,3
11.0,mål,11,3
11.0,å,12,1
11.0,mobilisere,13,10
11.0,det,14,3
11.0,vanlige,15,7
11.0,folket,16,6
11.0,til,17,3
11.0,å,18,1
11.0,bistå,19,5
11.0,i,20,1
11.0,bevarelsen,21,10
11.0,av,22,2
11.0,naturen.,23,8
11.0,Organisasjonen,1,14
11.0,forsøker,2,8
11.0,å,3,1
11.0,påvirke,4,7
11.0,"regjeringene,",5,13
11.0,næringsvirksomheter,6,19
11.0,og,7,2
11.0,andre,8,5
11.0,relevante,9,9
11.0,bedrifter,10,9
11.0,ved,11,3
11.0,å,12,1
11.0,formidle,13,8
11.0,informasjon,14,11
11.0,og,15,2
11.0,råd,16,3
11.0,via,17,3
11.0,alliansebygging.,18,16
11.0,Organisasjonen,1,14
11.0,er,2,2
11.0,allmenn,3,7
11.0,kjent,4,5
11.0,for,5,3
11.0,utgivelsen,6,10
11.0,av,7,2
11.0,«Listen,8,7
11.0,med,9,3
11.0,Utrydningstruede,10,16
11.0,arter»,11,6
11.0,som,12,3
11.0,vurderer,13,8
11.0,bevarelsen,14,10
11.0,av,15,2
11.0,artene,16,6
11.0,i,17,1
11.0,hele,18,4
11.0,verden.,19,7
11.0,I,1,1
11.0,dag,2,3
11.0,har,3,3
11.0,organisasjonen,4,14
11.0,rundt,5,5
11.0,ett,6,3
11.0,tusen,7,5
11.0,fulltidsstillinger,8,18
11.0,i,9,1
11.0,over,10,4
11.0,femti,11,5
11.0,land.,12,5
12.0,Et,1,2
12.0,kjennemerke,2,11
12.0,for,3,3
12.0,kjøretøy,4,8
12.0,er,5,2
12.0,et,6,2
12.0,metall-,7,7
12.0,eller,8,5
12.0,plastikkskilt,9,13
12.0,festet,10,6
12.0,til,11,3
12.0,"kjøretøyet,",12,11
12.0,som,13,3
12.0,brukes,14,6
12.0,til,15,3
12.0,offisiell,16,9
12.0,identifikasjon.,17,15
12.0,Alle,1,4
12.0,land,2,4
12.0,krever,3,6
12.0,kjennemerker,4,12
12.0,for,5,3
12.0,motorkjøretøy,6,13
12.0,som,7,3
12.0,"biler,",8,6
12.0,lastebiler,9,10
12.0,og,10,2
12.0,motorsykler.,11,12
12.0,Om,1,2
12.0,det,2,3
12.0,kreves,3,6
12.0,for,4,3
12.0,andre,5,5
12.0,kjøretøy,6,8
12.0,som,7,3
12.0,"sykler,",8,7
12.0,"båter,",9,6
12.0,eller,10,5
12.0,traktorer,11,9
12.0,kan,12,3
12.0,variere,13,7
12.0,i,14,1
12.0,forskjellige,15,12
12.0,rettsområder.,16,13
12.0,Registreringsnummeret,1,21
12.0,er,2,2
12.0,en,3,2
12.0,serie,4,5
12.0,bokstaver,5,9
12.0,og,6,2
12.0,siffer,7,6
12.0,som,8,3
12.0,unikt,9,5
12.0,identifiserer,10,13
12.0,kjøretøyets,11,11
12.0,eier,12,4
12.0,i,13,1
12.0,den,14,3
12.0,utstedende,15,10
12.0,regionens,16,9
12.0,kjøretøyregister.,17,17
12.0,I,1,1
12.0,noen,2,4
12.0,land,3,4
12.0,er,4,2
12.0,registreringsnummeret,5,21
12.0,unikt,6,5
12.0,for,7,3
12.0,hele,8,4
12.0,"landet,",9,7
12.0,mens,10,4
12.0,det,11,3
12.0,i,12,1
12.0,andre,13,5
12.0,land,14,4
12.0,er,15,2
12.0,unikt,16,5
12.0,innenfor,17,8
12.0,en,18,2
12.0,stat,19,4
12.0,eller,20,5
12.0,provins.,21,8
12.0,Frankrike,1,9
12.0,var,2,3
12.0,det,3,3
12.0,første,4,6
12.0,landet,5,6
12.0,som,6,3
12.0,introduserte,7,12
12.0,"kjennemerker,",8,13
12.0,sent,9,4
12.0,på,10,2
12.0,attenhundretallet.,11,18
12.0,Kjennemerker,1,12
12.0,fra,2,3
12.0,tidlig,3,6
12.0,nittenhundretall,4,16
12.0,varierte,5,8
12.0,i,6,1
12.0,størrelse,7,9
12.0,og,8,2
12.0,form,9,4
12.0,fra,10,3
12.0,ett,11,3
12.0,rettsområde,12,11
12.0,til,13,3
12.0,et,14,2
12.0,"annet,",15,6
12.0,slik,16,4
12.0,at,17,2
12.0,hvis,18,4
12.0,en,19,2
12.0,person,20,6
12.0,"flyttet,",21,8
12.0,ville,22,5
12.0,nye,23,3
12.0,hull,24,4
12.0,måtte,25,5
12.0,bli,26,3
12.0,drillet,27,7
12.0,inn,28,3
12.0,i,29,1
12.0,bilen,30,5
12.0,for,31,3
12.0,å,32,1
12.0,passe,33,5
12.0,det,34,3
12.0,nye,35,3
12.0,skiltet.,36,8
12.0,Standardiseringen,1,17
12.0,av,2,2
12.0,skilt,3,5
12.0,kom,4,3
12.0,sent,5,4
12.0,på,6,2
12.0,"femtitallet,",7,12
12.0,da,8,2
12.0,bilprodusenter,9,14
12.0,kom,10,3
12.0,til,11,3
12.0,enighet,12,7
12.0,med,13,3
12.0,myndigheter,14,11
12.0,og,15,2
12.0,internasjonale,16,14
12.0,organisasjoner.,17,15
1.0,Янус,1,4
1.0,—,2,1
1.0,бог,3,3
1.0,всех,4,4
1.0,начинаний,5,9
1.0,и,6,1
1.0,переходов,7,9
1.0,в,8,1
1.0,древнеримской,9,13
1.0,религии,10,7
1.0,и,11,1
1.0,мифологии.,12,10
1.0,Он,1,2
1.0,имеет,2,5
1.0,двоякую,3,7
1.0,"природу,",4,8
1.0,и,5,1
1.0,его,6,3
1.0,обычно,7,6
1.0,изображают,8,10
1.0,"двуликим,",9,9
1.0,так,10,3
1.0,как,11,3
1.0,он,12,2
1.0,смотрит,13,7
1.0,и,14,1
1.0,в,15,1
1.0,"будущее,",16,8
1.0,и,17,1
1.0,в,18,1
1.0,прошлое.,19,8
1.0,Янусу,1,5
1.0,были,2,4
1.0,подвластны,3,10
1.0,начало,4,6
1.0,и,5,1
1.0,конец,6,5
1.0,всякого,7,7
1.0,"конфликта,",8,10
1.0,а,9,1
1.0,значит,10,6
1.0,—,11,1
1.0,война,12,5
1.0,и,13,1
1.0,мир.,14,4
1.0,Ворота,1,6
1.0,его,2,3
1.0,храма,3,5
1.0,были,4,4
1.0,открыты,5,7
1.0,во,6,2
1.0,время,7,5
1.0,войны,8,5
1.0,и,9,1
1.0,закрыты,10,7
1.0,в,11,1
1.0,мирное,12,6
1.0,время.,13,6
1.0,Януса,1,5
1.0,как,2,3
1.0,бога,3,4
1.0,ворот,4,5
1.0,также,5,5
1.0,связывали,6,9
1.0,с,7,1
1.0,входом,8,6
1.0,и,9,1
1.0,выходом,10,7
1.0,из,11,2
1.0,дома.,12,5
1.0,Янус,1,4
1.0,часто,2,5
1.0,символизировал,3,14
1.0,изменения,4,9
1.0,и,5,1
1.0,"переходы,",6,9
1.0,"например,",7,9
1.0,переход,8,7
1.0,из,9,2
1.0,одного,10,6
1.0,состояния,11,9
1.0,в,12,1
1.0,"другое,",13,7
1.0,от,14,2
1.0,одного,15,6
1.0,мировоззрения,16,13
1.0,к,17,1
1.0,"другому,",18,8
1.0,от,19,2
1.0,юности,20,6
1.0,к,21,1
1.0,зрелости.,22,9
1.0,Поэтому,1,7
1.0,Янусу,2,5
1.0,поклонялись,3,11
1.0,перед,4,5
1.0,сбором,5,6
1.0,и,6,1
1.0,посевом,7,7
1.0,"урожая,",8,7
1.0,а,9,1
1.0,также,10,5
1.0,во,11,2
1.0,время,12,5
1.0,"бракосочетаний,",13,15
1.0,похорон,14,7
1.0,и,15,1
1.0,разных,16,6
1.0,начинаний.,17,10
1.0,У,1,1
1.0,Януса,2,5
1.0,не,3,2
1.0,было,4,4
1.0,своих,5,5
1.0,"жрецов,",6,7
1.0,зато,7,4
1.0,его,8,3
1.0,церемонии,9,9
1.0,отправлял,10,9
1.0,сам,11,3
1.0,верховный,12,9
1.0,жрец.,13,5
1.0,Янус,1,4
1.0,олицетворял,2,11
1.0,золотую,3,7
1.0,середину,4,8
1.0,между,5,5
1.0,варварством,6,11
1.0,и,7,1
1.0,"цивилизацией,",8,13
1.0,деревней,9,8
1.0,и,10,1
1.0,"городом,",11,8
1.0,юностью,12,7
1.0,и,13,1
1.0,зрелостью.,14,10
1.0,У,1,1
1.0,древних,2,7
1.0,греков,3,6
1.0,не,4,2
1.0,было,5,4
1.0,"бога,",6,5
1.0,подобного,7,9
1.0,"Янусу,",8,6
1.0,и,9,1
1.0,римляне,10,7
1.0,провозглашали,11,13
1.0,его,12,3
1.0,исключительно,13,13
1.0,своим,14,5
1.0,божеством.,15,10
2.0,Жест,1,4
2.0,«шака»,2,6
2.0,—,3,1
2.0,это,4,3
2.0,знак,5,4
2.0,дружеских,6,9
2.0,"намерений,",7,10
2.0,который,8,7
2.0,часто,9,5
2.0,связывают,10,9
2.0,с,11,1
2.0,Гавайями,12,8
2.0,и,13,1
2.0,сёрф-,14,5
2.0,культурой.,15,10
2.0,Чтобы,1,5
2.0,показать,2,8
2.0,этот,3,4
2.0,"жест,",4,5
2.0,нужно,5,5
2.0,оттопырить,6,10
2.0,большой,7,7
2.0,палец,8,5
2.0,и,9,1
2.0,мизинец,10,7
2.0,и,11,1
2.0,прижать,12,7
2.0,к,13,1
2.0,ладони,14,6
2.0,"указательный,",15,13
2.0,средний,16,7
2.0,и,17,1
2.0,безымянный,18,10
2.0,"пальцы,",19,7
2.0,повернув,20,8
2.0,ладонь,21,6
2.0,передней,22,8
2.0,или,23,3
2.0,тыльной,24,7
2.0,стороной,25,8
2.0,к,26,1
2.0,собеседнику.,27,12
2.0,Для,1,3
2.0,большей,2,7
2.0,выразительности,3,15
2.0,ладонь,4,6
2.0,покачивают,5,10
2.0,взад-,6,5
2.0,вперёд.,7,7
2.0,Жест,1,4
2.0,«шака»,2,6
2.0,был,3,3
2.0,заимствован,4,11
2.0,из,5,2
2.0,традиционной,6,12
2.0,гавайской,7,9
2.0,культуры,8,8
2.0,приезжими,9,9
2.0,сёрферами,10,9
2.0,в,11,1
2.0,шестидесятых,12,12
2.0,годах,13,5
2.0,прошлого,14,8
2.0,века,15,4
2.0,и,16,1
2.0,затем,17,5
2.0,получил,18,7
2.0,распространение,19,15
2.0,по,20,2
2.0,всему,21,5
2.0,миру.,22,5
2.0,В,1,1
2.0,основном,2,8
2.0,этот,3,4
2.0,жест,4,4
2.0,используют,5,10
2.0,для,6,3
2.0,"приветствия,",7,12
2.0,но,8,2
2.0,им,9,2
2.0,также,10,5
2.0,можно,11,5
2.0,выразить,12,8
2.0,"благодарность,",13,14
2.0,поддержку,14,9
2.0,или,15,3
2.0,даже,16,4
2.0,похвалу.,17,8
2.0,Жители,1,6
2.0,Гавайев,2,7
2.0,используют,3,10
2.0,"шака,",4,5
2.0,чтобы,5,5
2.0,передать,6,8
2.0,«дух,7,4
2.0,Алоха»:,8,7
2.0,идею,9,4
2.0,"дружбы,",10,7
2.0,"понимания,",11,10
2.0,сострадания,12,11
2.0,и,13,1
2.0,солидарности,14,12
2.0,между,15,5
2.0,различными,16,10
2.0,"народами,",17,9
2.0,живущими,18,8
2.0,на,19,2
2.0,Гавайях.,20,8
2.0,Хотя,1,4
2.0,точное,2,6
2.0,происхождение,3,13
2.0,знака,4,5
2.0,"неясно,",5,7
2.0,некоторые,6,9
2.0,"предполагают,",7,13
2.0,что,8,3
2.0,он,9,2
2.0,произошёл,10,9
2.0,от,11,2
2.0,испанских,12,9
2.0,иммигрантов:,13,12
2.0,они,14,3
2.0,прижимали,15,9
2.0,четыре,16,6
2.0,пальца,17,6
2.0,к,18,1
2.0,ладони,19,6
2.0,и,20,1
2.0,прикладывали,21,12
2.0,оттопыренный,22,12
2.0,большой,23,7
2.0,палец,24,5
2.0,к,25,1
2.0,губам,26,5
2.0,в,27,1
2.0,качестве,28,8
2.0,дружеского,29,10
2.0,"жеста,",30,6
2.0,"изображая,",31,10
2.0,что,32,3
2.0,выпивают,33,8
2.0,вместе,34,6
2.0,с,35,1
2.0,местными,36,8
2.0,жителями.,37,9
3.0,В,1,1
3.0,профессиональном,2,16
3.0,спорте,3,6
3.0,допингом,4,8
3.0,называют,5,8
3.0,применение,6,10
3.0,спортсменами,7,12
3.0,запрещенных,8,11
3.0,стимулирующих,9,13
3.0,веществ.,10,8
3.0,Термин,1,6
3.0,«допинг»,2,8
3.0,широко,3,6
3.0,используется,4,12
3.0,"организациями,",5,14
3.0,регулирующими,6,13
3.0,проведение,7,10
3.0,спортивных,8,10
3.0,соревнований.,9,13
3.0,Использование,1,13
3.0,стимулирующих,2,13
3.0,веществ,3,7
3.0,для,4,3
3.0,улучшения,5,9
3.0,спортивных,6,10
3.0,"показателей,",7,12
3.0,как,8,3
3.0,"правило,",9,8
3.0,считается,10,9
3.0,неэтичным,11,9
3.0,и,12,1
3.0,поэтому,13,7
3.0,запрещено,14,9
3.0,большинством,15,12
3.0,международных,16,13
3.0,спортивных,17,10
3.0,"организаций,",18,12
3.0,включая,19,7
3.0,Международный,20,13
3.0,Олимпийский,21,11
3.0,Комитет.,22,8
3.0,Более,1,5
3.0,"того,",2,5
3.0,"спортсмены,",3,11
3.0,которые,4,7
3.0,прикладывают,5,12
3.0,явные,6,5
3.0,"усилия,",7,7
3.0,чтобы,8,5
3.0,избежать,9,8
3.0,"разоблачения,",10,13
3.0,усугубляют,11,10
3.0,нарушение,12,9
3.0,этических,13,9
3.0,принципов,14,9
3.0,открытым,15,8
3.0,обманом,16,7
3.0,и,17,1
3.0,мошенничеством.,18,15
3.0,Несмотря,1,8
3.0,на,2,2
3.0,недавнюю,3,8
3.0,популярность,4,12
3.0,этой,5,4
3.0,темы,6,4
3.0,в,7,1
3.0,газетных,8,8
3.0,"заголовках,",9,11
3.0,допинг,10,6
3.0,—,11,1
3.0,явление,12,7
3.0,не,13,2
3.0,"новое,",14,6
3.0,а,15,1
3.0,такое,16,5
3.0,же,17,2
3.0,"древнее,",18,8
3.0,как,19,3
3.0,и,20,1
3.0,сам,21,3
3.0,спорт.,22,6
3.0,Начиная,1,7
3.0,с,2,1
3.0,древних,3,7
3.0,гонок,4,5
3.0,на,5,2
3.0,колесницах,6,10
3.0,и,7,1
3.0,до,8,2
3.0,недавних,9,8
3.0,скандалов,10,9
3.0,в,11,1
3.0,бейсболе,12,8
3.0,и,13,1
3.0,"велоспорте,",14,11
3.0,взгляды,15,7
3.0,спортсменов,16,11
3.0,постоянно,17,9
3.0,менялись,18,8
3.0,в,19,1
3.0,зависимости,20,11
3.0,от,21,2
3.0,эпохи.,22,6
3.0,В,1,1
3.0,последние,2,9
3.0,десятилетия,3,11
3.0,государственные,4,15
3.0,органы,5,6
3.0,и,6,1
3.0,спортивные,7,10
3.0,организации,8,11
3.0,стараются,9,9
3.0,строго,10,6
3.0,контролировать,11,14
3.0,использование,12,13
3.0,стимулирующих,13,13
3.0,веществ,14,7
3.0,в,15,1
3.0,спорте.,16,7
3.0,Главные,1,7
3.0,причины,2,7
3.0,для,3,3
3.0,запрета,4,7
3.0,–,5,1
3.0,это,6,3
3.0,вред,7,4
3.0,стимулирующих,8,13
3.0,веществ,9,7
3.0,для,10,3
3.0,"здоровья,",11,9
3.0,обеспечение,12,11
3.0,равных,13,6
3.0,возможностей,14,12
3.0,для,15,3
3.0,спортсменов,16,11
3.0,и,17,1
3.0,положительный,18,13
3.0,"пример,",19,7
3.0,который,20,7
3.0,спорт,21,5
3.0,без,22,3
3.0,допинга,23,7
3.0,подаёт,24,6
3.0,общественности.,25,15
3.0,Антидопинговые,1,14
3.0,организации,2,11
3.0,постоянно,3,9
3.0,"подчёркивают,",4,13
3.0,что,5,3
3.0,использование,6,13
3.0,стимулирующих,7,13
3.0,веществ,8,7
3.0,противоречит,9,12
3.0,духу,10,4
3.0,спорта.,11,7
4.0,Тилацин,1,7
4.0,—,2,1
4.0,вымерший,3,8
4.0,вид,4,3
4.0,сумчатых,5,8
4.0,"млекопитающих,",6,14
4.0,самый,7,5
4.0,крупный,8,7
4.0,из,9,2
4.0,плотоядных,10,10
4.0,сумчатых,11,8
4.0,современности.,12,14
4.0,Тилацина,1,8
4.0,часто,2,5
4.0,называют,3,8
4.0,тасманийским,4,12
4.0,тигром,5,6
4.0,из-,6,3
4.0,за,7,2
4.0,его,8,3
4.0,полосатой,9,9
4.0,спины,10,5
4.0,или,11,3
4.0,сумчатым,12,8
4.0,волком,13,6
4.0,из-,14,3
4.0,за,15,2
4.0,сходства,16,8
4.0,его,17,3
4.0,облика,18,6
4.0,и,19,1
4.0,повадок,20,7
4.0,с,21,1
4.0,волчьими.,22,9
4.0,Этот,1,4
4.0,вид,2,3
4.0,водился,3,7
4.0,в,4,1
4.0,материковой,5,11
4.0,"Австралии,",6,10
4.0,Тасмании,7,8
4.0,и,8,1
4.0,Новой,9,5
4.0,"Гвинее,",10,7
4.0,"и,",11,2
4.0,как,12,3
4.0,"полагают,",13,9
4.0,вымер,14,5
4.0,в,15,1
4.0,двадцатом,16,9
4.0,веке.,17,5
4.0,Тилацин,1,7
4.0,был,2,3
4.0,одним,3,5
4.0,из,4,2
4.0,двух,5,4
4.0,известных,6,9
4.0,науке,7,5
4.0,"видов,",8,6
4.0,у,9,1
4.0,которых,10,7
4.0,сумка,11,5
4.0,есть,12,4
4.0,не,13,2
4.0,только,14,6
4.0,у,15,1
4.0,"самок,",16,6
4.0,но,17,2
4.0,и,18,1
4.0,у,19,1
4.0,самцов.,20,7
4.0,Сумка,1,5
4.0,самцов,2,6
4.0,тилацина,3,8
4.0,защищала,4,8
4.0,их,5,2
4.0,репродуктивные,6,14
4.0,органы,7,6
4.0,во,8,2
4.0,время,9,5
4.0,охоты,10,5
4.0,в,11,1
4.0,густом,12,6
4.0,кустарнике.,13,11
4.0,"Считается,",1,10
4.0,что,2,3
4.0,тилацин,3,7
4.0,был,4,3
4.0,грозным,5,7
4.0,"хищником,",6,9
4.0,так,7,3
4.0,как,8,3
4.0,он,9,2
4.0,успешно,10,7
4.0,охотился,11,8
4.0,и,12,1
4.0,выживал,13,7
4.0,в,14,1
4.0,тех,15,3
4.0,"местах,",16,7
4.0,где,17,3
4.0,было,18,4
4.0,очень,19,5
4.0,мало,20,4
4.0,добычи.,21,7
4.0,Тилацин,1,7
4.0,практически,2,11
4.0,исчез,3,5
4.0,или,4,3
4.0,даже,5,4
4.0,полностью,6,9
4.0,вымер,7,5
4.0,в,8,1
4.0,материковой,9,11
4.0,Австралии,10,9
4.0,еще,11,3
4.0,до,12,2
4.0,прибытия,13,8
4.0,"британцев,",14,10
4.0,но,15,2
4.0,всё,16,3
4.0,ещё,17,3
4.0,водился,18,7
4.0,на,19,2
4.0,острове,20,7
4.0,"Тасмания,",21,9
4.0,пока,22,4
4.0,не,23,2
4.0,подвергся,24,9
4.0,массовому,25,9
4.0,истреблению.,26,12
4.0,Обычно,1,6
4.0,в,2,1
4.0,вымирании,3,9
4.0,этого,4,5
4.0,вида,5,4
4.0,винят,6,5
4.0,бесконтрольный,7,14
4.0,отстрел,8,7
4.0,для,9,3
4.0,защиты,10,6
4.0,"скота,",11,6
4.0,но,12,2
4.0,были,13,4
4.0,и,14,1
4.0,другие,15,6
4.0,факторы:,16,8
4.0,"болезни,",17,8
4.0,появление,18,9
4.0,"собак,",19,6
4.0,которых,20,7
4.0,привезли,21,8
4.0,с,22,1
4.0,собой,23,5
4.0,"англичане,",24,10
4.0,а,25,1
4.0,также,26,5
4.0,вторжение,27,9
4.0,человека,28,8
4.0,в,29,1
4.0,естественную,30,12
4.0,среду,31,5
4.0,обитания,32,8
4.0,тилацина.,33,9
4.0,Хотя,1,4
4.0,сумчатый,2,8
4.0,волк,3,4
4.0,официально,4,10
4.0,считается,5,9
4.0,"вымершим,",6,9
4.0,на,7,2
4.0,Тасмании,8,8
4.0,до,9,2
4.0,сих,10,3
4.0,появляются,11,10
4.0,сообщения,12,9
4.0,о,13,1
4.0,встречах,14,8
4.0,с,15,1
4.0,"ним,",16,4
4.0,но,17,2
4.0,ни,18,2
4.0,одно,19,4
4.0,из,20,2
4.0,них,21,3
4.0,пока,22,4
4.0,не,23,2
4.0,получило,24,8
4.0,официального,25,12
4.0,подтверждения.,26,14
5.0,Всемирный,1,9
5.0,день,2,4
5.0,окружающей,3,10
5.0,среды,4,5
5.0,отмечают,5,8
5.0,ежегодно,6,8
5.0,пятого,7,6
5.0,июня.,8,5
5.0,Организация,1,11
5.0,Объединенных,2,12
5.0,Наций,3,5
5.0,использует,4,10
5.0,этот,5,4
5.0,день,6,4
5.0,для,7,3
5.0,распространения,8,15
5.0,информации,9,10
5.0,об,10,2
5.0,охране,11,6
5.0,природы.,12,8
5.0,Впервые,1,7
5.0,эту,2,3
5.0,дату,3,4
5.0,отметили,4,8
5.0,в,5,1
5.0,1974,6,4
5.0,"году,",7,5
5.0,и,8,1
5.0,с,9,1
5.0,тех,10,3
5.0,пор,11,3
5.0,празднование,12,12
5.0,сопровождается,13,14
5.0,широкомасштабными,14,17
5.0,"кампаниями,",15,11
5.0,посвященными,16,12
5.0,важнейшим,17,9
5.0,экологическим,18,13
5.0,проблемам:,19,10
5.0,загрязнению,20,11
5.0,мирового,21,8
5.0,"океана,",22,7
5.0,перенаселенности,23,16
5.0,"планеты,",24,8
5.0,глобальному,25,11
5.0,потеплению.,26,11
5.0,Праздник,1,8
5.0,поддерживают,2,12
5.0,крупные,3,7
5.0,"корпорации,",4,11
5.0,правительственные,5,17
5.0,и,6,1
5.0,частные,7,7
5.0,"организации,",8,12
5.0,а,9,1
5.0,также,10,5
5.0,знаменитости,11,12
5.0,из,12,2
5.0,разных,13,6
5.0,"стран,",14,6
5.0,чтобы,15,5
5.0,привлечь,16,8
5.0,к,17,1
5.0,экологическим,18,13
5.0,проблемам,19,9
5.0,внимание,20,8
5.0,общественности.,21,15
5.0,В,1,1
5.0,этом,2,4
5.0,событии,3,7
5.0,ежегодно,4,8
5.0,принимают,5,9
5.0,участие,6,7
5.0,более,7,5
5.0,ста,8,3
5.0,"стран,",9,6
5.0,и,10,1
5.0,каждый,11,6
5.0,раз,12,3
5.0,выбирается,13,10
5.0,новая,14,5
5.0,тема.,15,5
5.0,К,1,1
5.0,"примеру,",2,8
5.0,лозунг,3,6
5.0,прошлого,4,8
5.0,года,5,4
5.0,—,6,1
5.0,«Пластиковому,7,13
5.0,загрязнению,8,11
5.0,—,9,1
5.0,бой!».,10,6
5.0,Задачей,1,7
5.0,этой,2,4
5.0,кампании,3,8
5.0,было,4,4
5.0,вдохновить,5,10
5.0,людей,6,5
5.0,на,7,2
5.0,изменение,8,9
5.0,повседневных,9,12
5.0,"привычек,",10,9
5.0,чтобы,11,5
5.0,уменьшить,12,9
5.0,загрязнение,13,11
5.0,планеты,14,7
5.0,пластиком.,15,10
5.0,Особое,1,6
5.0,внимание,2,8
5.0,уделялось,3,9
5.0,одноразовым,4,11
5.0,пластиковым,5,11
5.0,"изделиям,",6,9
5.0,которые,7,7
5.0,считаются,8,9
5.0,наиболее,9,8
5.0,вредными,10,8
5.0,для,11,3
5.0,окружающей,12,10
5.0,среды.,13,6
5.0,Кампания,1,8
5.0,принесла,2,8
5.0,определенные,3,12
5.0,плоды,4,5
5.0,—,5,1
5.0,"так,",6,4
5.0,правительство,7,13
5.0,Индии,8,5
5.0,обязалось,9,9
5.0,ликвидировать,10,13
5.0,весь,11,4
5.0,одноразовый,12,11
5.0,пластик,13,7
5.0,в,14,1
5.0,стране,15,6
5.0,уже,16,3
5.0,через,17,5
5.0,четыре,18,6
5.0,года.,19,5
6.0,Монокль,1,7
6.0,—,2,1
6.0,это,3,3
6.0,оптический,4,10
6.0,прибор,5,6
6.0,для,6,3
6.0,коррекции,7,9
6.0,"зрения,",8,7
6.0,используемый,9,12
6.0,для,10,3
6.0,одного,11,6
6.0,глаза.,12,6
6.0,Он,1,2
6.0,состоит,2,7
6.0,из,3,2
6.0,одиночной,4,9
6.0,"линзы,",5,6
6.0,как,6,3
6.0,"правило,",7,8
6.0,с,8,1
6.0,оправой.,9,8
6.0,Оправа,1,6
6.0,может,2,5
6.0,быть,3,4
6.0,оснащена,4,8
6.0,цепочкой,5,8
6.0,или,6,3
6.0,"шнурком,",7,8
6.0,которые,8,7
6.0,крепятся,9,8
6.0,к,10,1
6.0,"одежде,",11,7
6.0,чтобы,12,5
6.0,не,13,2
